game,subject_mark,winner,subject_result,reason,attempts,moves,subject_decisions,subject_legal,subject_illegal,subject_optimal_legal,opponent_decisions,opponent_legal,opponent_illegal,opponent_optimal_legal
881,X,X,W,normal,5,5,3,3,0,3,2,2,0,1
882,O,X,L,normal,7,7,3,3,0,1,4,4,0,3
883,X,O,L,normal,8,8,4,4,0,2,4,4,0,2
884,O,X,L,normal,7,7,3,3,0,1,4,4,0,3
885,X,O,L,normal,8,8,4,4,0,3,4,4,0,3
886,O,X,L,normal,9,9,4,4,0,1,5,5,0,3
887,X,DRAW,D,normal,9,9,5,5,0,2,4,4,0,1
888,O,X,L,normal,9,9,4,4,0,1,5,5,0,3
889,X,X,W,normal,5,5,3,3,0,3,2,2,0,1
890,O,DRAW,D,normal,9,9,4,4,0,3,5,5,0,4
891,X,X,W,normal,9,9,5,5,0,4,4,4,0,2
892,O,DRAW,D,normal,9,9,4,4,0,3,5,5,0,4
893,X,X,W,normal,5,5,3,3,0,3,2,2,0,1
894,O,X,L,normal,9,9,4,4,0,3,5,5,0,5
895,X,X,W,normal,7,7,4,4,0,3,3,3,0,1
896,O,DRAW,D,normal,9,9,4,4,0,3,5,5,0,4
897,X,O,L,normal,8,8,4,4,0,2,4,4,0,3
898,O,DRAW,D,normal,9,9,4,4,0,3,5,5,0,4
899,X,DRAW,D,normal,9,9,5,5,0,4,4,4,0,3
900,O,O,W,normal,8,8,4,4,0,3,4,4,0,2
901,X,X,W,normal,9,9,5,5,0,4,4,4,0,2
902,O,O,W,normal,6,6,3,3,0,3,3,3,0,2
903,X,X,W,normal,9,9,5,5,0,3,4,4,0,1
904,O,O,W,normal,6,6,3,3,0,3,3,3,0,2
905,X,X,W,normal,9,9,5,5,0,3,4,4,0,1
906,O,O,W,normal,8,8,4,4,0,3,4,4,0,3
907,X,X,W,normal,12,9,8,5,3,4,4,4,0,2
908,O,O,W,normal,8,8,4,4,0,3,4,4,0,2
909,X,X,W,normal,5,5,3,3,0,3,2,2,0,1
910,O,X,L,normal,9,9,4,4,0,2,5,5,0,3
911,X,O,L,normal,6,6,3,3,0,2,3,3,0,3
912,O,X,L,normal,9,9,4,4,0,1,5,5,0,3
913,X,DRAW,D,normal,9,9,5,5,0,4,4,4,0,3
914,O,O,W,normal,8,8,4,4,0,4,4,4,0,3
915,X,X,W,normal,5,5,3,3,0,3,2,2,0,1
916,O,DRAW,D,normal,9,9,4,4,0,4,5,5,0,5
917,X,X,W,normal,5,5,3,3,0,3,2,2,0,1
918,O,X,L,normal,9,9,4,4,0,2,5,5,0,3
919,X,DRAW,D,normal,9,9,5,5,0,3,4,4,0,2
920,O,X,L,normal,7,7,3,3,0,1,4,4,0,3
921,X,X,W,normal,9,9,5,5,0,3,4,4,0,1
922,O,O,W,normal,6,6,3,3,0,2,3,3,0,2
923,X,X,W,normal,5,5,3,3,0,3,2,2,0,1
924,O,X,L,normal,7,7,3,3,0,2,4,4,0,4
925,X,X,W,normal,7,7,4,4,0,4,3,3,0,2
926,O,O,W,normal,6,6,3,3,0,3,3,3,0,2
927,X,X,W,normal,9,9,5,5,0,4,4,4,0,2
928,O,X,L,normal,9,9,4,4,0,1,5,5,0,3
929,X,O,L,normal,6,6,3,3,0,2,3,3,0,2
930,O,X,L,normal,9,9,4,4,0,2,5,5,0,3
931,X,DRAW,D,normal,9,9,5,5,0,5,4,4,0,4
932,O,DRAW,D,normal,9,9,4,4,0,3,5,5,0,4
933,X,X,W,normal,9,9,5,5,0,5,4,4,0,3
934,O,X,L,normal,7,7,3,3,0,2,4,4,0,4
935,X,O,L,normal,6,6,3,3,0,2,3,3,0,3
936,O,X,L,normal,9,9,4,4,0,1,5,5,0,4
937,X,O,L,normal,8,8,4,4,0,2,4,4,0,2
938,O,X,L,normal,9,9,4,4,0,1,5,5,0,3
939,X,X,W,normal,9,9,5,5,0,3,4,4,0,1
940,O,O,W,normal,8,8,4,4,0,3,4,4,0,2
941,X,X,W,normal,7,7,4,4,0,4,3,3,0,2
942,O,O,W,normal,8,8,4,4,0,3,4,4,0,3
943,X,X,W,normal,7,7,4,4,0,4,3,3,0,2
944,O,O,W,normal,8,8,4,4,0,4,4,4,0,3
945,X,X,W,normal,7,7,4,4,0,4,3,3,0,2
946,O,O,W,normal,8,8,4,4,0,4,4,4,0,3
947,X,X,W,normal,9,9,5,5,0,3,4,4,0,1
948,O,X,L,normal,7,7,3,3,0,2,4,4,0,4
949,X,X,W,normal,9,9,5,5,0,5,4,4,0,3
950,O,DRAW,D,normal,9,9,4,4,0,3,5,5,0,4
951,X,X,W,normal,7,7,4,4,0,4,3,3,0,2
952,O,O,W,normal,8,8,4,4,0,4,4,4,0,3
953,X,X,W,normal,7,7,4,4,0,3,3,3,0,2
954,O,X,L,normal,9,9,4,4,0,1,5,5,0,3
955,X,X,W,normal,7,7,4,4,0,4,3,3,0,2
956,O,O,W,normal,6,6,3,3,0,3,3,3,0,2
957,X,X,W,normal,5,5,3,3,0,3,2,2,0,1
958,O,O,W,normal,8,8,4,4,0,4,4,4,0,3
959,X,X,W,normal,9,9,5,5,0,3,4,4,0,1
960,O,DRAW,D,normal,9,9,4,4,0,3,5,5,0,4
961,X,X,W,normal,7,7,4,4,0,3,3,3,0,1
962,O,X,L,normal,9,9,4,4,0,1,5,5,0,3
963,X,X,W,normal,9,9,5,5,0,5,4,4,0,3
964,O,O,W,normal,8,8,4,4,0,3,4,4,0,2
965,X,X,W,normal,9,9,5,5,0,4,4,4,0,2
966,O,O,W,normal,6,6,3,3,0,3,3,3,0,2
967,X,X,W,normal,9,9,5,5,0,3,4,4,0,1
968,O,O,W,normal,8,8,4,4,0,4,4,4,0,3
969,X,X,W,normal,7,7,4,4,0,4,3,3,0,2
970,O,O,W,normal,6,6,3,3,0,3,3,3,0,2
971,X,X,W,normal,7,7,4,4,0,4,3,3,0,2
972,O,X,L,normal,9,9,4,4,0,2,5,5,0,4
973,X,X,W,normal,5,5,3,3,0,3,2,2,0,1
974,O,X,L,normal,7,7,3,3,0,2,4,4,0,4
975,X,X,W,normal,9,9,5,5,0,3,4,4,0,1
976,O,X,L,normal,7,7,3,3,0,2,4,4,0,3
977,X,X,W,normal,7,7,4,4,0,3,3,3,0,2
978,O,O,W,normal,6,6,3,3,0,3,3,3,0,2
979,X,X,W,normal,11,9,7,5,2,4,4,4,0,2
980,O,DRAW,D,normal,10,9,5,4,1,3,5,5,0,4
981,X,O,L,normal,8,8,4,4,0,3,4,4,0,3
982,O,O,W,normal,6,6,3,3,0,3,3,3,0,2
983,X,X,W,normal,9,9,5,5,0,4,4,4,0,2
984,O,X,L,normal,9,9,4,4,0,3,5,5,0,5
985,X,X,W,normal,5,5,3,3,0,3,2,2,0,1
986,O,O,W,normal,8,8,4,4,0,2,4,4,0,2
987,X,X,W,normal,7,7,4,4,0,4,3,3,0,2
988,O,X,L,normal,7,7,3,3,0,2,4,4,0,4
989,X,O,L,normal,8,8,4,4,0,2,4,4,0,3
990,O,X,L,normal,9,9,4,4,0,3,5,5,0,4
991,X,X,W,normal,9,9,5,5,0,3,4,4,0,1
992,O,X,L,normal,7,7,3,3,0,2,4,4,0,4
993,X,O,L,normal,8,8,4,4,0,3,4,4,0,3
994,O,O,W,normal,8,8,4,4,0,4,4,4,0,3
995,X,X,W,normal,7,7,4,4,0,4,3,3,0,2
996,O,DRAW,D,normal,9,9,4,4,0,2,5,5,0,4
997,X,O,L,normal,8,8,4,4,0,2,4,4,0,2
998,O,X,L,normal,9,9,4,4,0,2,5,5,0,3
999,X,X,W,normal,7,7,4,4,0,4,3,3,0,2
1000,O,DRAW,D,normal,9,9,4,4,0,2,5,5,0,3
